,Area,Year,rainfall,Temperature,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
535,Cuba,2008,135.10534444444446,26.04416666666667,85473,0.0,14.85,9.02,15.06
536,Cuba,2009,110.40302222222219,25.813844444444445,86900,0.0,7.91,2.61,5.17
537,Cuba,2010,146.70653333333334,25.822788888888887,79683,0.0,12.13,6.25,8.21
538,Cuba,2011,113.0574777777778,26.08985555555556,78889,0.0,19.29,5.81,12.21
539,Cuba,2012,140.26976666666667,25.956977777777766,77494,0.0,18.66,8.26,14.47
540,Cuba,2013,124.88467333333334,25.885422222222232,81663,0.0,21.69,8.37,13.62
541,Cuba,2014,119.84596666666664,26.317155555555555,51069,0.0,28.62,8.06,22.11
542,Cuba,2015,92.51251111111112,26.547888888888888,82255,0.0,24.5,10.81,13.97
543,Cuba,2016,119.44063333333335,26.3313,73688,0.0,18.33,8.28,12.02
544,Cyprus,1991,26.322422222222233,19.416522222222227,227517,12.7,79.07,52.0,11.61
545,Cyprus,1992,24.36490222222222,18.23108888888889,242819,10.9,102.82,62.98,16.45
546,Cyprus,1993,32.60732111111111,19.306366666666676,223912,13.21,93.81,62.66,12.98
547,Cyprus,1994,36.420751111111116,20.535611111111113,209267,17.81,101.87,69.71,14.52
548,Cyprus,1995,20.33406,20.0202,246377,14.39,91.76,72.37,17.12
549,Cyprus,1996,34.176265555555545,19.8732,212448,17.02,96.94,66.61,15.67
550,Cyprus,1997,22.681975555555557,18.808936666666668,207905,15.76,76.26,54.93,12.96
551,Cyprus,1998,21.408393333333336,20.218852222222214,186554,11.98,75.64,52.41,13.77
552,Cyprus,1999,24.71290444444445,20.681911111111113,231515,8.41,76.06,51.44,13.54
553,Cyprus,2000,30.215837777777786,19.98767,233526,4.94,55.75,34.89,12.03
554,Cyprus,2001,22.88555333333333,21.305655555555557,227805,5.73,56.89,37.09,11.82
555,Cyprus,2002,30.11509555555556,20.338836666666666,251455,7.01,62.08,40.92,11.86
556,Cyprus,2003,44.47154111111111,20.344752222222226,262120,4.71,62.69,42.82,10.33
557,Cyprus,2004,43.162222222222226,20.118866666666666,265672,4.19,52.96,33.49,9.35
558,Cyprus,2005,29.911540000000002,20.36695555555556,273328,3.73,43.52,29.54,7.69
